alert_id,transaction_id,customer_id,classification,confidence,reasoning,investigation_note,route,max_similarity,triggered_rules,is_fraud_ground_truth,fraud_pattern_ground_truth,model,decided_at
ALERT_00054681,TXN_BC476173F256,CUST_18170C9CC5,likely_fraud,0.78,Single transaction from Thailand (TH) which does not appear in customer's 90-day history of only India (IN) transactions. Amount $135.54 is within normal range but the new foreign IP country combined with card-not-present nature creates fraud risk. Most similar cases (0.58 similarity) involving TH IP and CNP transactions from Indian customers were confirmed fraud.,"Customer based in India with no international transaction history suddenly has CNP charge from Thailand IP. While amount is reasonable and MCC matches customer's restaurant usage, the new foreign country without travel history is concerning. Contact customer to verify if they authorized this Thailand-based transaction or if they are currently traveling.",llm,0.5822,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:35:05
ALERT_00013291,TXN_BC024E084AAA,CUST_44EC6FDF0F,likely_fraud,0.78,"Single transaction from Russia (RU) with no burst pattern, but customer has never transacted from RU in 90-day history (only US). Amount $151.44 is normal compared to historical max $1232.11. However, the combination of new foreign country (RU) with card-not-present transaction matches the pattern from similar historical cases that were confirmed fraud, particularly Case 2 which shows identical cnp_foreign pattern with 0.57 similarity.","Customer attempted transaction from Russia despite having no international transaction history in past 90 days (only domestic US transactions). While the grocery MCC matches customer's typical spending pattern and amount is within normal range, the foreign IP from a country never used before is suspicious for a CNP transaction. Contact customer immediately to verify if they are currently traveling to or have authorized any transactions from Russia.",llm,0.5763,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:35:09
ALERT_00054782,TXN_CD6CDBA43B02,CUST_9C06C8432D,false_positive,0.78,"Single transaction with no burst pattern, amount ($40.52) well within customer's normal range (historical max $2370.81), and customer has recent international transaction history including Germany. While Thailand is new, the low amount and gas MCC match customer's typical behavior, suggesting legitimate travel-related spending.","Customer has established international transaction patterns (Germany in 90-day history) and this appears to be routine gas purchase during travel to Thailand. The amount is typical for gas purchases and well within customer's spending capacity. Historical cases show higher similarity scores and amounts for confirmed fraud from Thailand, whereas this transaction fits normal travel spending behavior.",llm,0.5582,"geo_impossible,cnp_foreign",0,,anthropic/claude-sonnet-4,2026-05-23T13:35:13
ALERT_00085170,TXN_5458B5429741,CUST_9E8404F495,false_positive,0.82,"Single transaction with no burst pattern indicates legitimate use rather than card testing. Amount of $313.57 is well within normal range (historical max $4767.83). Travel MCC matches customer's typical spending pattern, and while DE is a new country, the customer has recent international transaction history including travel purchases.","Customer has established pattern of international travel spending with travel MCC appearing in both typical and recent 90-day history. The transaction amount is only 6.6% of their historical maximum and consistent with normal travel expenses. The cnp_foreign rule fired due to new country DE, but given the customer's travel profile and reasonable transaction characteristics, this appears to be legitimate travel activity rather than fraud.",llm,0.5571,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:35:17
ALERT_00075540,TXN_36125062A6B4,CUST_A1A4AAE772,false_positive,0.82,"Single transaction with no burst pattern present. Amount of $34.64 is well within normal range (historical max $628.17). The MCC is grocery which is in the customer's typical categories. While the IP country DE is new, this appears to be a legitimate grocery purchase while traveling, not the crypto/high-risk MCC fraud pattern shown in the similar cases.","Customer made a single $34.64 grocery purchase from Germany, which is consistent with their normal spending patterns and merchant categories. The cnp_foreign rule fired because this is their first transaction from DE, but the amount and merchant type are completely normal for this customer. The retrieved similar cases all involved cryptocurrency purchases (high-risk MCC) with much larger amounts, which does not match this grocery transaction pattern.",llm,0.616,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:35:24
ALERT_00018365,TXN_7F662A6874E7,CUST_8DF1909FE5,likely_fraud,0.78,"Single transaction from China (CN) which is NOT in customer's 90-day history (only US transactions recorded). Amount $720.19 is within normal range but the new foreign IP country combined with card-not-present nature creates fraud risk. Top 3 similar cases all resulted in confirmed_fraud with similarities 0.55-0.56, establishing precedent for CNP transactions from new countries.","Customer has never transacted from China in 90-day history despite regular online retail activity. The CNP transaction from a completely new geographic region matches confirmed fraud patterns in retrieved cases. Contact customer immediately to verify if they authorized this China-based purchase, as similar cases involved compromised card data from dark web dumps.",llm,0.5618,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:35:30
ALERT_00025068,TXN_DD46BF87BEE6,CUST_D748903EFD,false_positive,0.82,"Single transaction with no burst pattern present, eliminating card-testing concerns. Amount of $49.92 is well within customer's normal range (historical max $1690.23) and typical for gas purchases. While IP country MX is new, the MCC (gas) matches customer's typical usage pattern, and the moderate amount suggests legitimate travel-related fuel purchase.","Customer appears to be traveling in Mexico and purchased gas, which aligns with their typical spending behavior for this MCC. The cnp_foreign rule fired due to the new country, but the transaction amount and merchant category are consistent with the customer's established patterns. No indicators of card compromise or fraudulent activity beyond the geographic anomaly, which is explained by likely travel.",llm,0.5528,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:35:36
ALERT_00081817,TXN_D5F7646CC093,CUST_621657BAF5,likely_fraud,0.78,"Single transaction from Brazil (BR) where customer has never transacted internationally in 90 days, triggering cnp_foreign rule. Amount $30.34 is normal relative to historical max $650.38, but the new country pattern matches similar historical cases that were confirmed fraud. Top 3 retrieved cases all show confirmed_fraud outcomes for cnp_foreign transactions from countries where customers had no prior international activity.","Customer has exclusively transacted from US in past 90 days with no international history. Card-not-present transaction from Brazil represents completely new geographic behavior pattern. While amount is modest, the foreign IP from previously unused country BR combined with CNP nature creates fraud risk profile matching confirmed fraud cases in system.",llm,0.5914,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:35:40
ALERT_00052958,TXN_D8E5D1144BCC,CUST_5409CD9188,false_positive,0.78,"Single transaction with no burst pattern, amount ($473.63) is well within normal range compared to historical max ($1611.48), and customer has recent international transaction history including Thailand in their 90-day profile. While the IP country France is new, the customer demonstrates established international spending behavior and the transaction characteristics align with legitimate online retail purchases.","Customer has established international transaction patterns with recent activity in Thailand, indicating comfort with cross-border online purchases. The transaction amount and merchant category (online_retail) are consistent with the customer's typical spending behavior. The France IP location, while new, fits the pattern of a customer who shops internationally online, and the single transaction without burst activity suggests legitimate purchase rather than card testing.",llm,0.5982,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:35:44
ALERT_00014186,TXN_C516C24BC964,CUST_3C4623B705,likely_fraud,0.78,Single transaction from Japan (JP) where customer has never transacted internationally in 90-day history (only US). Amount $161.13 is within normal range but the new country pattern matches retrieved cases with confirmed fraud outcomes. No burst pattern present but the CNP foreign country signal combined with zero international history creates fraud risk.,"Customer has no international transaction history in past 90 days, only domestic US activity. This CNP transaction from Japan represents completely new geographic behavior pattern. Similar cases involving CNP transactions from new countries resulted in confirmed fraud, suggesting stolen card credentials used internationally.",llm,0.594,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:35:48
ALERT_00064982,TXN_0088CBE14957,CUST_773223277B,false_positive,0.82,"Single transaction with no burst pattern present. Amount of $183.14 is well within customer's normal range (historical max $1117.27). While IP country AE is new, the customer has recent international transaction history in TH, and the MCC (grocery) matches their typical spending pattern.","Customer has established international transaction behavior with recent activity in TH within the 90-day window. The transaction amount and merchant category align with their typical grocery spending patterns. The CNP foreign rule triggered due to the new country AE, but given the customer's international profile and normal transaction characteristics, this appears to be legitimate travel-related spending.",llm,0.5988,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:35:52
ALERT_00027129,TXN_3460A44000E1,CUST_A2B0FDE705,false_positive,0.82,"Single transaction with no burst pattern present, eliminating card-testing concerns. Amount of $19.86 is well within customer's normal range (historical max $500.39, avg $57.00) and matches their typical grocery MCC usage. While IP country MX is new, the transaction characteristics align perfectly with the customer's established spending patterns at grocery merchants.","Customer made a legitimate grocery purchase while traveling or using a VPN/proxy service from Mexico. The transaction amount and merchant category are consistent with their regular spending behavior. The cnp_foreign rule fired due to the new IP country, but all other transaction characteristics suggest normal customer activity rather than fraudulent use.",llm,0.5732,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:35:56
ALERT_00069279,TXN_031A20ABF742,CUST_FAD5BE921F,false_positive,0.82,"Single transaction with no burst pattern present, eliminating card-testing concerns. Amount of $36.78 is well within normal range (far below historical max of $5723.98) and typical for gas purchases. While IP country DE is new, the transaction is at a gas station which is in the customer's typical MCC list, and the low amount suggests legitimate travel-related spending.","Customer appears to be traveling in Germany and purchased gas, which aligns with their typical spending patterns for gas stations. The cnp_foreign rule fired due to the new country, but the small amount and familiar merchant category suggest legitimate travel behavior. Historical cases show much higher amounts and confirmed unauthorized use, unlike this low-value gas purchase.",llm,0.5565,cnp_foreign,0,,anthropic/claude-sonnet-4,2026-05-23T13:36:02
